seq_id,start,end,strand,feat_id,feat_type,gene,desc
"REL606",2255212,2256858,-1,"ECB_02137","gene","mqo",""
"REL606",2255212,2256858,-1,"ECB_02137","CDS","mqo","malate:quinone oxidoreductase"
"REL606",2257076,2258719,-1,"ECB_02138","gene","yojI",""
"REL606",2257076,2258719,-1,"ECB_02138","CDS","yojI","fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component"
"REL606",2258795,2259445,-1,"ECB_02139","gene","alkB",""
"REL606",2258795,2259445,-1,"ECB_02139","CDS","alkB","oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions"
"REL606",2259445,2260509,-1,"ECB_02140","gene","ada",""
"REL606",2259445,2260509,-1,"ECB_02140","CDS","ada","fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase"
"REL606",2260583,2261638,-1,"ECB_02141","gene","yojL",""
"REL606",2260583,2261638,-1,"ECB_02141","CDS","yojL","predicted thiamine biosynthesis lipoprotein"
"REL606",2261750,2262685,-1,"ECB_02142","gene","ompC",""
"REL606",2261750,2262685,-1,"ECB_02142","CDS","ompC","outer membrane porin protein C"
"REL606",2262740,2263507,-1,,"repeat_region","IS1","repeat region"
"REL606",2262755,2263258,-1,"ECB_02143","gene","insB-17",""
"REL606",2262755,2263258,-1,"ECB_02143","CDS","insB-17","IS1 protein InsB"
"REL606",2263177,2263452,-1,"ECB_02144","gene","insA-17",""
"REL606",2263177,2263452,-1,"ECB_02144","CDS","insA-17","IS1 protein InsA"
"REL606",2263727,2266528,-1,"ECB_02145","gene","rcsC",""
"REL606",2263727,2266528,-1,"ECB_02145","CDS","rcsC","hybrid sensory kinase in two-component regulatory system with RcsB and YojN"
"REL606",2264364,2264386,1,"","gene","terF","JEB manual annotation"
"REL606",2266743,2268569,1,"ECB_02146","gene","atoS",""
"REL606",2266743,2268569,1,"ECB_02146","CDS","atoS","sensory histidine kinase in two-component regulatory system with AtoC"
"REL606",2268566,2269951,1,"ECB_02147","gene","atoC",""
"REL606",2268566,2269951,1,"ECB_02147","CDS","atoC","fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein"
"REL606",2270147,2270809,1,"ECB_02148","gene","atoD",""
"REL606",2270147,2270809,1,"ECB_02148","CDS","atoD","acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"
"REL606",2270809,2271459,1,"ECB_02149","gene","atoA",""
"REL606",2270809,2271459,1,"ECB_02149","CDS","atoA","acetyl-CoA:acetoacetyl-CoA transferase, beta subunit"
"REL606",2271456,2272778,1,"ECB_02150","gene","atoE",""
"REL606",2271456,2272778,1,"ECB_02150","CDS","atoE","short chain fatty acid transporter"
"REL606",2272809,2273993,1,"ECB_02151","gene","atoB",""
"REL606",2272809,2273993,1,"ECB_02151","CDS","atoB","acetyl-CoA acetyltransferase"
"REL606",2274067,2274843,-1,"ECB_02152","gene","yfaP",""
"REL606",2274067,2274843,-1,"ECB_02152","CDS","yfaP","hypothetical protein"
"REL606",2274848,2276497,-1,"ECB_02153","gene","yfaQ",""
"REL606",2274848,2276497,-1,"ECB_02153","CDS","yfaQ","hypothetical protein"
"REL606",2276498,2281102,-1,"ECB_02154","gene","yfaS",""
"REL606",2276498,2281102,-1,"ECB_02154","CDS","yfaS","putative membrane protein"
"REL606",2281036,2281659,-1,"ECB_02155","gene","yfaT",""
"REL606",2281036,2281659,-1,"ECB_02155","CDS","yfaT","hypothetical protein"
"REL606",2281656,2283344,-1,"ECB_02156","gene","yfaA",""
"REL606",2281656,2283344,-1,"ECB_02156","CDS","yfaA","hypothetical protein"
"REL606",2283493,2286120,-1,"ECB_02157","gene","gyrA",""
"REL606",2283493,2286120,-1,"ECB_02157","CDS","gyrA","DNA gyrase subunit A"
"REL606",2286267,2286989,1,"ECB_02158","gene","ubiG",""
"REL606",2286267,2286989,1,"ECB_02158","CDS","ubiG","3-demethylubiquinone-9 3-methyltransferase"
"REL606",2287117,2290869,-1,"ECB_02159","gene","yfaL",""
"REL606",2287117,2290869,-1,"ECB_02159","CDS","yfaL","adhesin"
"REL606",2291565,2293850,1,"ECB_02160","gene","nrdA",""
"REL606",2291565,2293850,1,"ECB_02160","CDS","nrdA","ribonucleotide-diphosphate reductase alpha subunit"
"REL606",2294092,2295222,1,"ECB_02161","gene","nrdB",""
"REL606",2294092,2295222,1,"ECB_02161","CDS","nrdB","ribonucleotide-diphosphate reductase beta subunit"
"REL606",2295222,2295476,1,"ECB_02162","gene","yfaE",""
"REL606",2295222,2295476,1,"ECB_02162","CDS","yfaE","predicted 2Fe-2S cluster-containing protein"
"REL606",2295530,2296180,-1,"ECB_02163","gene","inaA",""
"REL606",2295530,2296180,-1,"ECB_02163","CDS","inaA","hypothetical protein"
"REL606",2296395,2296601,1,"ECB_02164","gene","yfaH",""
"REL606",2296395,2296601,1,"ECB_02164","CDS","yfaH","hypothetical protein"
"REL606",2296643,2297719,-1,"ECB_02165","gene","glpQ",""
"REL606",2296643,2297719,-1,"ECB_02165","CDS","glpQ","periplasmic glycerophosphodiester phosphodiesterase"
"REL606",2297724,2299082,-1,"ECB_02166","gene","glpT",""
"REL606",2297724,2299082,-1,"ECB_02166","CDS","glpT","sn-glycerol-3-phosphate transporter"
"REL606",2299355,2300983,1,"ECB_02167","gene","glpA",""
"REL606",2299355,2300983,1,"ECB_02167","CDS","glpA","sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding"
"REL606",2300973,2302232,1,"ECB_02168","gene","glpB",""
"REL606",2300973,2302232,1,"ECB_02168","CDS","glpB","anaerobic glycerol-3-phosphate dehydrogenase subunit B"
"REL606",2302229,2303419,1,"ECB_02169","gene","glpC",""
"REL606",2302229,2303419,1,"ECB_02169","CDS","glpC","sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit"
"REL606",2303612,2304514,1,"ECB_02170","gene","yfaD",""
"REL606",2303612,2304514,1,"ECB_02170","CDS","yfaD","hypothetical protein"
"REL606",2304555,2305358,-1,"ECB_02171","gene","yfaU",""
"REL606",2304555,2305358,-1,"ECB_02171","CDS","yfaU","predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"
"REL606",2305376,2306665,-1,"ECB_02172","gene","yfaV",""
"REL606",2305376,2306665,-1,"ECB_02172","CDS","yfaV","predicted transporter"
"REL606",2306722,2307939,-1,"ECB_02173","gene","yfaW",""
"REL606",2306722,2307939,-1,"ECB_02173","CDS","yfaW","predicted enolase"
"REL606",2307942,2308724,-1,"ECB_02174","gene","yfaX",""
"REL606",2307942,2308724,-1,"ECB_02174","CDS","yfaX","predicted DNA-binding transcriptional regulator"
"REL606",2308944,2310146,-1,"ECB_02175","gene","yfaY",""
"REL606",2308944,2310146,-1,"ECB_02175","CDS","yfaY","competence damage-inducible protein A"
"REL606",2310246,2310788,-1,"ECB_02176","gene","yfaZ",""
"REL606",2310246,2310788,-1,"ECB_02176","CDS","yfaZ","predicted outer membrane porin protein"
"REL606",2311067,2311492,1,"ECB_02177","gene","yfaO",""
"REL606",2311067,2311492,1,"ECB_02177","CDS","yfaO","predicted NUDIX hydrolase"
"REL606",2311531,2312133,-1,"ECB_02178","gene","ais",""
"REL606",2311531,2312133,-1,"ECB_02178","CDS","ais","hypothetical protein"
"REL606",2312423,2313580,1,"ECB_02179","gene","yfbE",""
"REL606",2312423,2313580,1,"ECB_02179","CDS","yfbE","uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent"
"REL606",2313584,2314552,1,"ECB_02180","gene","yfbF",""
"REL606",2313584,2314552,1,"ECB_02180","CDS","yfbF","undecaprenyl phosphate-L-Ara4FN transferase"
"REL606",2314552,2316534,1,"ECB_02181","gene","yfbG",""
"REL606",2314552,2316534,1,"ECB_02181","CDS","yfbG","hypothetical protein"
"REL606",2316531,2317421,1,"ECB_02182","gene","yfbH",""
"REL606",2316531,2317421,1,"ECB_02182","CDS","yfbH","hypothetical protein"
"REL606",2317421,2319073,1,"ECB_02183","gene","arnT",""
"REL606",2317421,2319073,1,"ECB_02183","CDS","arnT","4-amino-4-deoxy-L-arabinose transferase"
"REL606",2319070,2319405,1,"ECB_02184","gene","yfbW",""
"REL606",2319070,2319405,1,"ECB_02184","CDS","yfbW","hypothetical protein"
"REL606",2319405,2319791,1,"ECB_02185","gene","yfbJ",""
"REL606",2319405,2319791,1,"ECB_02185","CDS","yfbJ","hypothetical protein"
"REL606",2319785,2320051,-1,"ECB_02186","gene","pmrD",""
"REL606",2319785,2320051,-1,"ECB_02186","CDS","pmrD","polymyxin resistance protein B"
"REL606",2320161,2321516,-1,"ECB_02187","gene","menE",""
"REL606",2320161,2321516,-1,"ECB_02187","CDS","menE","O-succinylbenzoic acid-CoA ligase"
"REL606",2321513,2322475,-1,"ECB_02188","gene","menC",""
"REL606",2321513,2322475,-1,"ECB_02188","CDS","menC","O-succinylbenzoate synthase"
"REL606",2322475,2323332,-1,"ECB_02189","gene","menB",""
"REL606",2322475,2323332,-1,"ECB_02189","CDS","menB","naphthoate synthase"
"REL606",2323347,2324105,-1,"ECB_02190","gene","yfbB",""
"REL606",2323347,2324105,-1,"ECB_02190","CDS","yfbB","predicted peptidase"
"REL606",2323869,2323891,1,"","gene","terG","JEB manual annotation"
"REL606",2324102,2325772,-1,"ECB_02191","gene","menD",""
"REL606",2324102,2325772,-1,"ECB_02191","CDS","menD","2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase"
"REL606",2325861,2327156,-1,"ECB_02192","gene","menF",""
"REL606",2325861,2327156,-1,"ECB_02192","CDS","menF","menaquinone-specific isochorismate synthase"
"REL606",2327235,2327540,-1,"ECB_02193","gene","elaB",""
"REL606",2327235,2327540,-1,"ECB_02193","CDS","elaB","hypothetical protein"
"REL606",2327595,2328056,-1,"ECB_02194","gene","elaA",""
"REL606",2327595,2328056,-1,"ECB_02194","CDS","elaA","predicted acyltransferase with acyl-CoA N-acyltransferase domain"
"REL606",2328121,2329038,1,"ECB_02195","gene","elaC",""
"REL606",2328121,2329038,1,"ECB_02195","CDS","elaC","ribonuclease Z"
"REL606",2329226,2330437,1,"ECB_02196","gene","elaD",""
"REL606",2329226,2330437,1,"ECB_02196","CDS","elaD","predicted enzyme"
"REL606",2330971,2331431,1,"ECB_02197","gene","yfbL","frameshift"
"REL606",2330971,2331108,1,"ECB_02197","CDS","yfbL","putative aminopeptidase; b2271_1"
"REL606",2331081,2331431,1,"ECB_02197","CDS","yfbL","putative aminopeptidase; b2271_2"
"REL606",2331557,2332060,1,"ECB_02198","gene","yfbM",""
"REL606",2331557,2332060,1,"ECB_02198","CDS","yfbM","hypothetical protein"
"REL606",2332096,2333536,1,,"repeat_region","ISRSO11","repeat region"
"REL606",2332147,2332668,1,"ECB_02199","gene","ECB_02199",""
"REL606",2332147,2332668,1,"ECB_02199","CDS","ECB_02199","PROBABLE ISRSO11-TRANSPOSASE ORFA PROTEIN"
"REL606",2332665,2333504,1,"ECB_02200","gene","ECB_02200",""
"REL606",2332665,2333504,1,"ECB_02200","CDS","ECB_02200","YadA protein"
"REL606",2333572,2334849,-1,"ECB_02201","gene","nuoN",""
"REL606",2333572,2334849,-1,"ECB_02201","CDS","nuoN","NADH dehydrogenase subunit N"
"REL606",2335036,2336565,-1,"ECB_02202","gene","nuoM",""
"REL606",2335036,2336565,-1,"ECB_02202","CDS","nuoM","NADH dehydrogenase subunit M"
"REL606",2336796,2338637,-1,"ECB_02203","gene","nuoL",""
"REL606",2336796,2338637,-1,"ECB_02203","CDS","nuoL","NADH dehydrogenase subunit L"
"REL606",2338634,2338936,-1,"ECB_02204","gene","nuoK",""
"REL606",2338634,2338936,-1,"ECB_02204","CDS","nuoK","NADH dehydrogenase subunit K"
"REL606",2338933,2339487,-1,"ECB_02205","gene","nuoJ",""
"REL606",2338933,2339487,-1,"ECB_02205","CDS","nuoJ","NADH dehydrogenase subunit J"
"REL606",2339499,2340041,-1,"ECB_02206","gene","nuoI",""
"REL606",2339499,2340041,-1,"ECB_02206","CDS","nuoI","NADH dehydrogenase subunit I"
"REL606",2340056,2341033,-1,"ECB_02207","gene","nuoH",""
"REL606",2340056,2341033,-1,"ECB_02207","CDS","nuoH","NADH dehydrogenase subunit H"
"REL606",2341030,2343762,-1,"ECB_02208","gene","nuoG",""
"REL606",2341030,2343762,-1,"ECB_02208","CDS","nuoG","NADH dehydrogenase subunit G"
"REL606",2343809,2345146,-1,"ECB_02209","gene","nuoF",""
"REL606",2343809,2345146,-1,"ECB_02209","CDS","nuoF","NADH:ubiquinone oxidoreductase, chain F"
"REL606",2345143,2345643,-1,"ECB_02210","gene","nuoE",""
"REL606",2345143,2345643,-1,"ECB_02210","CDS","nuoE","NADH dehydrogenase subunit E"
"REL606",2345646,2347448,-1,"ECB_02211","gene","nuoC",""
"REL606",2345646,2347448,-1,"ECB_02211","CDS","nuoC","NADH:ubiquinone oxidoreductase, chain C,D"
"REL606",2347542,2348204,-1,"ECB_02212","gene","nuoB",""
"REL606",2347542,2348204,-1,"ECB_02212","CDS","nuoB","NADH dehydrogenase subunit B"
"REL606",2348220,2348663,-1,"ECB_02213","gene","nuoA",""
"REL606",2348220,2348663,-1,"ECB_02213","CDS","nuoA","NADH dehydrogenase subunit A"
"REL606",2349294,2350232,-1,"ECB_02214","gene","lrhA",""
"REL606",2349294,2350232,-1,"ECB_02214","CDS","lrhA","DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes"
"REL606",2351152,2352369,1,"ECB_02215","gene","yfbQ",""
"REL606",2351152,2352369,1,"ECB_02215","CDS","yfbQ","aspartate aminotransferase"
"REL606",2352453,2353052,1,"ECB_02216","gene","yfbR",""
"REL606",2352453,2353052,1,"ECB_02216","CDS","yfbR","hypothetical protein"
"REL606",2353111,2354943,-1,"ECB_02217","gene","yfbS",""
"REL606",2353111,2354943,-1,"ECB_02217","CDS","yfbS","predicted transporter"
"REL606",2355030,2355680,-1,"ECB_02218","gene","yfbT",""
"REL606",2355030,2355680,-1,"ECB_02218","CDS","yfbT","predicted hydrolase or phosphatase"
"REL606",2355691,2356185,-1,"ECB_02219","gene","yfbU",""
"REL606",2355691,2356185,-1,"ECB_02219","CDS","yfbU","hypothetical protein"
"REL606",2356268,2356723,-1,"ECB_02220","gene","yfbV",""
"REL606",2356268,2356723,-1,"ECB_02220","CDS","yfbV","hypothetical protein"
"REL606",2357062,2358264,1,"ECB_02221","gene","ackA",""
"REL606",2357062,2358264,1,"ECB_02221","CDS","ackA","acetate kinase"
"REL606",2358339,2360483,1,"ECB_02222","gene","pta",""
"REL606",2358339,2360483,1,"ECB_02222","CDS","pta","phosphate acetyltransferase"
"REL606",2360673,2362193,1,"ECB_02223","gene","yfcC",""
"REL606",2360673,2362193,1,"ECB_02223","CDS","yfcC","predicted inner membrane protein"
"REL606",2362226,2362768,-1,"ECB_02224","gene","yfcD",""
"REL606",2362226,2362768,-1,"ECB_02224","CDS","yfcD","predicted NUDIX hydrolase"
"REL606",2362826,2363380,-1,"ECB_02225","gene","yfcE",""
"REL606",2362826,2363380,-1,"ECB_02225","CDS","yfcE","phosphodiesterase"
"REL606",2363433,2364077,-1,"ECB_02226","gene","yfcF",""
"REL606",2363433,2364077,-1,"ECB_02226","CDS","yfcF","predicted enzyme"
"REL606",2364213,2364860,1,"ECB_02227","gene","yfcG",""
"REL606",2364213,2364860,1,"ECB_02227","CDS","yfcG","predicted glutathione S-transferase"
"REL606",2364917,2365279,1,"ECB_02228","gene","folX",""
"REL606",2364917,2365279,1,"ECB_02228","CDS","folX","D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase"
"REL606",2365300,2366193,1,"ECB_02229","gene","yfcH",""
"REL606",2365300,2366193,1,"ECB_02229","CDS","yfcH","conserved protein with NAD(P)-binding Rossmann-fold domain"
"REL606",2366241,2367131,-1,"ECB_02230","gene","yfcI",""
"REL606",2366241,2367131,-1,"ECB_02230","CDS","yfcI","hypothetical protein"
"REL606",2367328,2368101,-1,"ECB_02231","gene","hisP",""
"REL606",2367328,2368101,-1,"ECB_02231","CDS","hisP","histidine/lysine/arginine/ornithine transporter subunit"
"REL606",2368109,2368825,-1,"ECB_02232","gene","hisM",""
"REL606",2368109,2368825,-1,"ECB_02232","CDS","hisM","histidine/lysine/arginine/ornithine transporter subunit"
"REL606",2368822,2369508,-1,"ECB_02233","gene","hisQ",""
"REL606",2368822,2369508,-1,"ECB_02233","CDS","hisQ","histidine/lysine/arginine/ornithine transporter subunit"
"REL606",2369598,2370380,-1,"ECB_02234","gene","hisJ",""
"REL606",2369598,2370380,-1,"ECB_02234","CDS","hisJ","histidine/lysine/arginine/ornithine transporter subunit"
"REL606",2370601,2371383,-1,"ECB_02235","gene","argT",""
"REL606",2370601,2371383,-1,"ECB_02235","CDS","argT","lysine/arginine/ornithine transporter subunit"
"REL606",2371649,2372218,-1,"ECB_02236","gene","ubiX",""
"REL606",2371649,2372218,-1,"ECB_02236","CDS","ubiX","3-octaprenyl-4-hydroxybenzoate carboxy-lyase"
"REL606",2372313,2373830,-1,"ECB_02237","gene","purF",""
"REL606",2372313,2373830,-1,"ECB_02237","CDS","purF","amidophosphoribosyltransferase"
"REL606",2373867,2374355,-1,"ECB_02238","gene","cvpA",""
"REL606",2373867,2374355,-1,"ECB_02238","CDS","cvpA","membrane protein required for colicin V production"
"REL606",2374614,2375276,-1,"ECB_02239","gene","dedD",""
"REL606",2374614,2375276,-1,"ECB_02239","CDS","dedD","hypothetical protein"
"REL606",2375266,2376534,-1,"ECB_02240","gene","folC",""
"REL606",2375266,2376534,-1,"ECB_02240","CDS","folC","bifunctional folylpolyglutamate synthase/ dihydrofolate synthase"
"REL606",2376604,2377518,-1,"ECB_02241","gene","accD",""
"REL606",2376604,2377518,-1,"ECB_02241","CDS","accD","acetyl-CoA carboxylase subunit beta"
"REL606",2377674,2378333,-1,"ECB_02242","gene","dedA",""
"REL606",2377674,2378333,-1,"ECB_02242","CDS","dedA","conserved inner membrane protein"
"REL606",2378416,2379228,-1,"ECB_02243","gene","truA",""
"REL606",2378416,2379228,-1,"ECB_02243","CDS","truA","tRNA pseudouridine synthase A"
"REL606",2379228,2380241,-1,"ECB_02244","gene","usg",""
"REL606",2379228,2380241,-1,"ECB_02244","CDS","usg","hypothetical protein"
"REL606",2380307,2381443,-1,"ECB_02245","gene","pdxB",""
"REL606",2380307,2381443,-1,"ECB_02245","CDS","pdxB","erythronate-4-phosphate dehydrogenase"
"REL606",2381542,2382537,1,"ECB_02246","gene","flk",""
"REL606",2381542,2382537,1,"ECB_02246","CDS","flk","predicted flagella assembly protein"
"REL606",2382534,2383712,-1,"ECB_02247","gene","yfcJ",""
"REL606",2382534,2383712,-1,"ECB_02247","CDS","yfcJ","predicted transporter"
"REL606",2383977,2385197,-1,"ECB_02248","gene","fabB",""
"REL606",2383977,2385197,-1,"ECB_02248","CDS","fabB","3-oxoacyl-(acyl carrier protein) synthase"
"REL606",2385356,2387362,1,"ECB_02249","gene","yfcK",""
"REL606",2385356,2387362,1,"ECB_02249","CDS","yfcK","hypothetical protein"
"REL606",2387483,2387761,-1,"ECB_02250","gene","yfcL",""
"REL606",2387483,2387761,-1,"ECB_02250","CDS","yfcL","hypothetical protein"
"REL606",2387795,2388343,-1,"ECB_02251","gene","yfcM",""
"REL606",2387795,2388343,-1,"ECB_02251","CDS","yfcM","hypothetical protein"
"REL606",2388343,2389152,-1,"ECB_02252","gene","yfcA",""
"REL606",2388343,2389152,-1,"ECB_02252","CDS","yfcA","conserved inner membrane protein"
"REL606",2389152,2389976,-1,"ECB_02253","gene","mepA",""
"REL606",2389152,2389976,-1,"ECB_02253","CDS","mepA","penicillin-insensitive murein endopeptidase"
"REL606",2389980,2391065,-1,"ECB_02254","gene","aroC",""
"REL606",2389980,2391065,-1,"ECB_02254","CDS","aroC","chorismate synthase"
"REL606",2391100,2392032,-1,"ECB_02255","gene","yfcB",""
"REL606",2391100,2392032,-1,"ECB_02255","CDS","yfcB","N5-glutamine methyltransferase"
"REL606",2392198,2392749,1,"ECB_02256","gene","yfcN",""
"REL606",2392198,2392749,1,"ECB_02256","CDS","yfcN","hypothetical protein"
"REL606",2392875,2393672,-1,"ECB_02257","gene","yfcO",""
"REL606",2392875,2393672,-1,"ECB_02257","CDS","yfcO","hypothetical protein"
"REL606",2393701,2394252,-1,"ECB_02258","gene","yfcP",""
"REL606",2393701,2394252,-1,"ECB_02258","CDS","yfcP","predicted fimbrial-like adhesin protein"
"REL606",2394249,2394728,-1,"ECB_02259","gene","yfcQ",""
"REL606",2394249,2394728,-1,"ECB_02259","CDS","yfcQ","predicted fimbrial-like adhesin protein"
"REL606",2394725,2395231,-1,"ECB_02260","gene","yfcR",""
"REL606",2394725,2395231,-1,"ECB_02260","CDS","yfcR","predicted fimbrial-like adhesin protein"
"REL606",2395248,2396000,-1,"ECB_02261","gene","yfcS",""
"REL606",2395248,2396000,-1,"ECB_02261","CDS","yfcS","predicted periplasmic pilus chaperone"
"REL606",2396020,2398665,-1,"ECB_02262","gene","yfcTU","separated in K-12 MG1655"
"REL606",2396020,2398665,-1,"ECB_02262","CDS","yfcTU","predicted outer membrane export usher protein"
"REL606",2398748,2399311,-1,"ECB_02263","gene","yfcV",""
"REL606",2398748,2399311,-1,"ECB_02263","CDS","yfcV","predicted fimbrial-like adhesin protein"
"REL606",2399991,2400476,-1,"ECB_02264","gene","sixA",""
"REL606",2399991,2400476,-1,"ECB_02264","CDS","sixA","phosphohistidine phosphatase"
"REL606",2400679,2402823,-1,"ECB_02265","gene","yfcX",""
"REL606",2400679,2402823,-1,"ECB_02265","CDS","yfcX","fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase"
"REL606",2402823,2404133,-1,"ECB_02266","gene","yfcY",""
"REL606",2402823,2404133,-1,"ECB_02266","CDS","yfcY","acetyl-CoA acetyltransferase"
"REL606",2404314,2404598,-1,"ECB_02267","gene","yfcZ",""
"REL606",2404314,2404598,-1,"ECB_02267","CDS","yfcZ","hypothetical protein"
"REL606",2404964,2406310,1,"ECB_02268","gene","fadL",""
"REL606",2404964,2406310,1,"ECB_02268","CDS","fadL","long-chain fatty acid outer membrane transporter"
"REL606",2406676,2408512,1,"ECB_02269","gene","yfdF","frameshift/interrupted by IS1"
"REL606",2406676,2406789,1,"ECB_02269","CDS","yfdF","putative DNA modification enzyme; b2345_1"
"REL606",2407061,2407522,1,"ECB_02269","CDS","yfdF","putative DNA modification enzyme; b2345_2"
"REL606",2407442,2408209,-1,,"repeat_region","IS1","repeat region"
"REL606",2407457,2407960,-1,"ECB_02270","gene","insB-18",""
"REL606",2407457,2407960,-1,"ECB_02270","CDS","insB-18","IS1 protein InsB"
"REL606",2407879,2408154,-1,"ECB_02271","gene","insA-18",""
"REL606",2407879,2408154,-1,"ECB_02271","CDS","insA-18","IS1 protein InsA"
"REL606",2408300,2408512,1,"ECB_02269","CDS","yfdF","interrupted by IS1; putative DNA modification enzyme; b2345_3"
"REL606",2408694,2409449,-1,"ECB_02272","gene","vacJ",""
"REL606",2408694,2409449,-1,"ECB_02272","CDS","vacJ","predicted lipoprotein"
"REL606",2409743,2410675,1,"ECB_02273","gene","yfdC",""
"REL606",2409743,2410675,1,"ECB_02273","CDS","yfdC","predicted inner membrane protein"
"REL606",2410751,2410825,1,"ECB_t00038","gene","argW",""
"REL606",2410751,2410825,1,"ECB_t00038","tRNA","argW","tRNA-Arg"
"REL606",2410921,2411856,-1,"ECB_02274","gene","dsdC",""
"REL606",2410921,2411856,-1,"ECB_02274","CDS","dsdC","DNA-binding transcriptional dual regulator"
"REL606",2412074,2413411,1,"ECB_02275","gene","dsdX",""
"REL606",2412074,2413411,1,"ECB_02275","CDS","dsdX","predicted transporter"
"REL606",2413429,2414757,1,"ECB_02276","gene","dsdA",""
"REL606",2413429,2414757,1,"ECB_02276","CDS","dsdA","D-serine dehydratase"
"REL606",2414865,2416403,-1,"ECB_02277","gene","emrY",""
"REL606",2414865,2416403,-1,"ECB_02277","CDS","emrY","predicted multidrug efflux system"
"REL606",2416403,2417566,-1,"ECB_02278","gene","emrK",""
"REL606",2416403,2417566,-1,"ECB_02278","CDS","emrK","EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component"
"REL606",2417982,2418596,1,"ECB_02279","gene","evgA",""
"REL606",2417982,2418596,1,"ECB_02279","CDS","evgA","DNA-binding response regulator in two-component regulatory system with EvgS"
"REL606",2418601,2422194,1,"ECB_02280","gene","evgS",""
"REL606",2418601,2422194,1,"ECB_02280","CDS","evgS","hybrid sensory histidine kinase in two-component regulatory system with EvgA"
"REL606",2422250,2423395,-1,"ECB_02281","gene","yfdE",""
"REL606",2422250,2423395,-1,"ECB_02281","CDS","yfdE","predicted CoA-transferase, NAD(P)-binding"
"REL606",2423469,2424413,-1,"ECB_02282","gene","yfdV",""
"REL606",2423469,2424413,-1,"ECB_02282","CDS","yfdV","predicted transporter"
"REL606",2424483,2426177,-1,"ECB_02283","gene","yfdU",""
"REL606",2424483,2426177,-1,"ECB_02283","CDS","yfdU","hypothetical protein"
"REL606",2426231,2427481,-1,"ECB_02284","gene","yfdW",""
"REL606",2426231,2427481,-1,"ECB_02284","CDS","yfdW","formyl-coenzyme A transferase"
"REL606",2427994,2428626,-1,"ECB_02285","gene","yfdX",""
"REL606",2427994,2428626,-1,"ECB_02285","CDS","yfdX","hypothetical protein"
"REL606",2428922,2429197,1,"ECB_02286","gene","ypdI",""
"REL606",2428922,2429197,1,"ECB_02286","CDS","ypdI","predicted lipoprotein involved in colanic acid biosynthesis"
"REL606",2429274,2429516,-1,"ECB_02287","gene","yfdY",""
"REL606",2429274,2429516,-1,"ECB_02287","CDS","yfdY","predicted inner membrane protein"
"REL606",2429869,2430789,1,"ECB_02288","gene","ddg",""
"REL606",2429869,2430789,1,"ECB_02288","CDS","ddg","lipid A biosynthesis palmitoleoyl acyltransferase"
"REL606",2431281,2432519,-1,"ECB_02289","gene","yfdZ",""
"REL606",2431281,2432519,-1,"ECB_02289","CDS","yfdZ","hypothetical protein"
"REL606",2432896,2434593,1,"ECB_02290","gene","ypdA",""
"REL606",2432896,2434593,1,"ECB_02290","CDS","ypdA","predicted sensory kinase in two-component system with YpdB"
"REL606",2434608,2435342,1,"ECB_02291","gene","ypdB",""
"REL606",2434608,2435342,1,"ECB_02291","CDS","ypdB","predicted response regulator in two-component system withYpdA"
"REL606",2435355,2436212,1,"ECB_02292","gene","ypdC",""
"REL606",2435355,2436212,1,"ECB_02292","CDS","ypdC","predicted DNA-binding protein"
"REL606",2436215,2438710,-1,"ECB_02293","gene","ypdD",""
"REL606",2436215,2438710,-1,"ECB_02293","CDS","ypdD","fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component"
"REL606",2438735,2439772,-1,"ECB_02294","gene","ypdE",""
"REL606",2438735,2439772,-1,"ECB_02294","CDS","ypdE","predicted peptidase"
"REL606",2439772,2440857,-1,"ECB_02295","gene","ypdF",""
"REL606",2439772,2440857,-1,"ECB_02295","CDS","ypdF","predicted peptidase"
"REL606",2440872,2442119,-1,"ECB_02296","gene","ypdG",""
"REL606",2440872,2442119,-1,"ECB_02296","CDS","ypdG","predicted enzyme IIC component of PTS"
"REL606",2442141,2442467,-1,"ECB_02297","gene","ypdH",""
"REL606",2442141,2442467,-1,"ECB_02297","CDS","ypdH","predicted enzyme IIB component of PTS"
"REL606",2442686,2443651,-1,"ECB_02298","gene","glk",""
"REL606",2442686,2443651,-1,"ECB_02298","CDS","glk","glucokinase"
"REL606",2443855,2445111,1,"ECB_02299","gene","yfeO",""
